grant_fiscal_year,funding_program,grant_number,project_year,organization_name,upin,description,ali,contract_number,allocationamount,encumbered_amount,expendedamount,activebalance,closedoutbalance,project_status,project_closed_by,project_closed_date,project_closed_time,ntd_id,itp_id,name_NTD_Airtable,doing_business_as,reporter_acronym,organization_type,reporter_type,city,county,mobility_services_operated,merge_status,vehicle_purchase,operating_assistance,mobility_management,hardware_software_purchase,communications,facilities_eqp,surveillance,subsidy,project_categories
2017,5310 Exp,CA-2017-169 | 0017000186-E,2017,Amador Transit,BCG0001035,Operating Assistance,300901,64AO18-00677,30144.0,30144.0,30144.0,0.0,0,Open,,,,9R02-91000,11.0,Amador Regional Transit System,,ARTS,Independent Public Agency or Authority of Transit Service,Rural Reporter,Jackson,Amador,"Amador Transit,Amador Transit Dial-A-Ride","Manual Match, NTD",0,1,0,0,0,0,0,0,1
2017,5310 Exp,CA-2017-169 | 0017000186-E,2017,Yolo County Transportation District,BCG0000758,Mobility Management,117L00,64AM18-00766,-285570.0,0.0,0.0,-285570.0,0,Open,,,,90090,372.0,Yolo County Transportation District,Yolobus,YCTD,Independent Public Agency or Authority of Transit Service,Full Reporter,Woodland,Yolo,"Yolobus,Yolobus Special,Causeway Connection",Name Match; NTD,0,0,1,0,0,0,0,0,1
2017,5310 Exp,CA-2017-169 | 0017000186-E,2017,Yolo County Transportation District,BCG0000758,Mobility Management,117L00,64AM18-00766,285570.0,0.0,0.0,285570.0,0,Open,,,,90090,372.0,Yolo County Transportation District,Yolobus,YCTD,Independent Public Agency or Authority of Transit Service,Full Reporter,Woodland,Yolo,"Yolobus,Yolobus Special,Causeway Connection",Name Match; NTD,0,0,1,0,0,0,0,0,1
2017,5310 Exp,CA-2017-169 | 0017000186-E,2018,County of Sonoma Human Services Department Adult and Aging Division,BCG0000526,Operating Assistance,300901,64AO18-00794,266975.0,266975.0,266975.0,0.0,0,Open,,,,,,,,,Independent Agency,,Sonoma,Sonoma,,No Match,0,1,0,0,0,0,0,0,1
2017,5310 Exp,CA-2017-169 | 0017000186-E,2018,Desert Access and Mobility Inc,BCG0000752,Operating Assistance,300901,64AO16-00777,125000.0,125000.0,125000.0,0.0,0,Open,,,,,,Desert Access and Mobility Inc,,,Non-Profit Organization,,Palm Springs,Riverside,,Name Match; Airtable,0,1,0,0,0,0,0,0,1
2017,5310 Exp,CA-2017-169 | 0017000186-E,2019,West Valley Community Services,BCG0002112,Operating Assistance,300901,64AO18-01028,324044.0,324044.0,138912.84,185131.16,0,Open,,,,,470.0,West Valley Community Services,,,Non-Profit Organization,,Cupertino,Santa Clara,Reach Your Destination Easily,Name Match; Airtable,0,1,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Able Industries,BCG0000336,Buy <30-Ft Bus For Expansion,111304,64AC18-00618,-4247.29,58752.71,0.0,-4247.29,0,Open,,,,,,Able Inc,,,Non-Profit Organization,,Visalia,Tulare,Able Inc.,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Able Industries,BCG0000336,Buy <30-Ft Bus For Expansion,111304,64AC18-00618,63000.0,58752.71,0.0,63000.0,0,Open,,,,,,Able Inc,,,Non-Profit Organization,,Visalia,Tulare,Able Inc.,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Able Industries,BCG0000567,Buy <30-Ft Bus For Expansion,111304,64AC18-00618,-4247.29,58752.71,0.0,-4247.29,0,Open,,,,,,Able Inc,,,Non-Profit Organization,,Visalia,Tulare,Able Inc.,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Able Industries,BCG0000567,Buy <30-Ft Bus For Expansion,111304,64AC18-00618,63000.0,58752.71,0.0,63000.0,0,Open,,,,,,Able Inc,,,Non-Profit Organization,,Visalia,Tulare,Able Inc.,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Able Industries,BCG0000568,Buy <30-Ft Bus For Expansion,111304,64AC18-00618,-4247.29,58752.71,0.0,-4247.29,0,Open,,,,,,Able Inc,,,Non-Profit Organization,,Visalia,Tulare,Able Inc.,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Able Industries,BCG0000568,Buy <30-Ft Bus For Expansion,111304,64AC18-00618,63000.0,58752.71,0.0,63000.0,0,Open,,,,,,Able Inc,,,Non-Profit Organization,,Visalia,Tulare,Able Inc.,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Amador Transit,BCG0000986,Mobility Management,117L00,64AM18-00928,170998.0,170998.0,170998.0,0.0,0,Open,,,,9R02-91000,11.0,Amador Regional Transit System,,ARTS,Independent Public Agency or Authority of Transit Service,Rural Reporter,Jackson,Amador,"Amador Transit,Amador Transit Dial-A-Ride","Manual Match, NTD",0,0,1,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Angel View Inc,BCG0000321,Buy <30-Ft Bus For Expansion,111304,64AC18-00724,70000.0,70000.0,67759.29,2240.71,0,Open,,,,,,Angel View Inc,,,Non-Profit Organization,,Cathedral City,Riverside,Angel View,Name Match; Airtable,1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Angel View Inc,BCG0000322,Buy <30-Ft Bus For Expansion,111304,64AC18-00724,70000.0,70000.0,67759.29,2240.71,0,Open,,,,,,Angel View Inc,,,Non-Profit Organization,,Cathedral City,Riverside,Angel View,Name Match; Airtable,1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Angel View Inc,BCG0000323,Buy <30-Ft Bus For Expansion,111304,64AC18-00724,70000.0,70000.0,67759.29,2240.71,0,Open,,,,,,Angel View Inc,,,Non-Profit Organization,,Cathedral City,Riverside,Angel View,Name Match; Airtable,1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,ARC Bakersfield,BCG0000952,Purchase Replacement < 30 Ft Bus,111204,64AC18-00640,-6914.93,63085.07,63085.07,-70000.0,0,Open,,,,,,Bakersfield ARC,,,Non-Profit Organization,,Bakersfield,Kern,Bakersfield ARC,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,ARC Bakersfield,BCG0000952,Purchase Replacement < 30 Ft Bus,111204,64AC18-00640,70000.0,63085.07,63085.07,6914.93,0,Open,,,,,,Bakersfield ARC,,,Non-Profit Organization,,Bakersfield,Kern,Bakersfield ARC,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,ARC Bakersfield,BCG0000954,Purchase Replacement < 30 Ft Bus,111204,64AC18-00640,-6914.93,63085.07,63085.07,-70000.0,0,Open,,,,,,Bakersfield ARC,,,Non-Profit Organization,,Bakersfield,Kern,Bakersfield ARC,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,ARC Bakersfield,BCG0000954,Purchase Replacement < 30 Ft Bus,111204,64AC18-00640,70000.0,63085.07,63085.07,6914.93,0,Open,,,,,,Bakersfield ARC,,,Non-Profit Organization,,Bakersfield,Kern,Bakersfield ARC,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,ARC Bakersfield,BCG0000956,Purchase Replacement < 30 Ft Bus,111204,64AC18-00640,-6914.93,63085.07,63085.07,-70000.0,0,Open,,,,,,Bakersfield ARC,,,Non-Profit Organization,,Bakersfield,Kern,Bakersfield ARC,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,ARC Bakersfield,BCG0000956,Purchase Replacement < 30 Ft Bus,111204,64AC18-00640,70000.0,63085.07,63085.07,6914.93,0,Open,,,,,,Bakersfield ARC,,,Non-Profit Organization,,Bakersfield,Kern,Bakersfield ARC,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,ARC Bakersfield,BCG0000958,Purchase Replacement < 30 Ft Bus,111204,64AC18-00640,-6914.93,63085.07,63085.07,-70000.0,0,Open,,,,,,Bakersfield ARC,,,Non-Profit Organization,,Bakersfield,Kern,Bakersfield ARC,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,ARC Bakersfield,BCG0000958,Purchase Replacement < 30 Ft Bus,111204,64AC18-00640,70000.0,63085.07,63085.07,6914.93,0,Open,,,,,,Bakersfield ARC,,,Non-Profit Organization,,Bakersfield,Kern,Bakersfield ARC,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,ARC Bakersfield,BCG0000962,Purchase Replacement Van,111215,64AC18-00640,49000.0,49000.0,46578.51,2421.49,0,Open,,,,,,Bakersfield ARC,,,Non-Profit Organization,,Bakersfield,Kern,Bakersfield ARC,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,ARC Bakersfield,BCG0000963,Purchase Replacement Van,111215,64AC18-00640,49000.0,49000.0,46578.51,2421.49,0,Open,,,,,,Bakersfield ARC,,,Non-Profit Organization,,Bakersfield,Kern,Bakersfield ARC,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,ARC Bakersfield,BCG0001330,Purchase Replacement < 30 Ft Bus,111204,64AC18-00640,70000.0,70000.0,64983.07,0.0,0,In Development,,,,,,Bakersfield ARC,,,Non-Profit Organization,,Bakersfield,Kern,Bakersfield ARC,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,ARC Bakersfield,BCG0001331,Purchase Replacement < 30 Ft Bus,111204,64AC18-00640,70000.0,70000.0,64983.07,0.0,0,In Development,,,,,,Bakersfield ARC,,,Non-Profit Organization,,Bakersfield,Kern,Bakersfield ARC,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,ARC Bakersfield,BCG0001332,Purchase Replacement < 30 Ft Bus,111204,64AC18-00640,70000.0,70000.0,64983.07,0.0,0,In Development,,,,,,Bakersfield ARC,,,Non-Profit Organization,,Bakersfield,Kern,Bakersfield ARC,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,ARC Bakersfield,BCG0001336,Purchase Replacement < 30 Ft Bus,111204,64AC18-00640,70000.0,70000.0,0.0,0.0,0,In Development,,,,,,Bakersfield ARC,,,Non-Profit Organization,,Bakersfield,Kern,Bakersfield ARC,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,ARC Bakersfield,BCG0001343,Purchase Replacement < 30 Ft Bus,111204,64AC18-00640,70000.0,70000.0,0.0,0.0,0,In Development,,,,,,Bakersfield ARC,,,Non-Profit Organization,,Bakersfield,Kern,Bakersfield ARC,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,ARC Bakersfield,BCG0001344,Purchase Replacement < 30 Ft Bus,111204,64AC18-00640,70000.0,70000.0,63085.07,0.0,0,In Development,,,,,,Bakersfield ARC,,,Non-Profit Organization,,Bakersfield,Kern,Bakersfield ARC,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,ARC Bakersfield,BCG0001345,Purchase Replacement < 30 Ft Bus,111204,64AC18-00640,70000.0,70000.0,0.0,0.0,0,In Development,,,,,,Bakersfield ARC,,,Non-Profit Organization,,Bakersfield,Kern,Bakersfield ARC,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,ARC Bakersfield,BCG0001346,Purchase Replacement < 30 Ft Bus,111204,64AC18-00640,70000.0,70000.0,0.0,0.0,0,In Development,,,,,,Bakersfield ARC,,,Non-Profit Organization,,Bakersfield,Kern,Bakersfield ARC,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,ARC Bakersfield,BCG0001347,Purchase Replacement Van,111215,64AC18-00640,49000.0,49000.0,46578.51,0.0,0,In Development,,,,,,Bakersfield ARC,,,Non-Profit Organization,,Bakersfield,Kern,Bakersfield ARC,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,ARC Bakersfield,BCG0001348,Purchase Replacement Van,111215,64AC18-00640,49000.0,49000.0,46578.51,0.0,0,In Development,,,,,,Bakersfield ARC,,,Non-Profit Organization,,Bakersfield,Kern,Bakersfield ARC,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Asian Community Center of Sacramento Valley Inc DBA ACC Senior Services,BCG0001009,Buy Van For Svc Expansion,111315,64AC18-00737,49000.0,49000.0,0.0,49000.0,0,Open,,,,,400.0,Asian Community Center of Sacramento Valley,,,Non-Profit Organization,,Sacramento,Sacramento,ACC Rides Transportation Services,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Asian Community Center of Sacramento Valley Inc DBA ACC Senior Services,BCG0001010,Buy Van For Svc Expansion,111315,64AC18-00737,49000.0,49000.0,0.0,49000.0,0,Open,,,,,400.0,Asian Community Center of Sacramento Valley,,,Non-Profit Organization,,Sacramento,Sacramento,ACC Rides Transportation Services,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Asian Community Center of Sacramento Valley Inc DBA ACC Senior Services,BCG0001012,Buy Van For Svc Expansion,111315,64AC18-00737,49000.0,49000.0,0.0,49000.0,0,Open,,,,,400.0,Asian Community Center of Sacramento Valley,,,Non-Profit Organization,,Sacramento,Sacramento,ACC Rides Transportation Services,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Asian Community Center of Sacramento Valley Inc DBA ACC Senior Services,BCG0001013,Buy Van For Svc Expansion,111315,64AC18-00737,49000.0,49000.0,0.0,49000.0,0,Open,,,,,400.0,Asian Community Center of Sacramento Valley,,,Non-Profit Organization,,Sacramento,Sacramento,ACC Rides Transportation Services,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Asian Community Center of Sacramento Valley Inc DBA ACC Senior Services,BCG0001014,Buy Van For Svc Expansion,111315,64AC18-00737,49000.0,49000.0,0.0,49000.0,0,Open,,,,,400.0,Asian Community Center of Sacramento Valley,,,Non-Profit Organization,,Sacramento,Sacramento,ACC Rides Transportation Services,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Asian Community Center of Sacramento Valley Inc DBA ACC Senior Services,BCG0001015,Buy Van For Svc Expansion,111315,64AC18-00737,49000.0,49000.0,0.0,49000.0,0,Open,,,,,400.0,Asian Community Center of Sacramento Valley,,,Non-Profit Organization,,Sacramento,Sacramento,ACC Rides Transportation Services,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Asian Community Center of Sacramento Valley Inc DBA ACC Senior Services,BCG0001017,Purchase Computer Hardware,114207,64AC18-00737,2480.0,2480.0,2435.5,44.5,0,Open,,,,,400.0,Asian Community Center of Sacramento Valley,,,Non-Profit Organization,,Sacramento,Sacramento,ACC Rides Transportation Services,"Manual Match, Airtable",0,0,0,1,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Asian Community Center of Sacramento Valley Inc DBA ACC Senior Services,BCG0001670,Buy Van For Svc Expansion,111315,64AC18-01016,56000.0,56000.0,0.0,56000.0,0,Open,,,,,400.0,Asian Community Center of Sacramento Valley,,,Non-Profit Organization,,Sacramento,Sacramento,ACC Rides Transportation Services,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Asian Community Center of Sacramento Valley Inc DBA ACC Senior Services,BCG0001671,Buy Van For Svc Expansion,111315,64AC18-01016,56000.0,56000.0,0.0,56000.0,0,Open,,,,,400.0,Asian Community Center of Sacramento Valley,,,Non-Profit Organization,,Sacramento,Sacramento,ACC Rides Transportation Services,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Asian Community Center of Sacramento Valley Inc DBA ACC Senior Services,BCG0001672,Buy <30-Ft Bus For Expansion,111304,64AC18-01016,71200.0,71200.0,0.0,71200.0,0,Open,,,,,400.0,Asian Community Center of Sacramento Valley,,,Non-Profit Organization,,Sacramento,Sacramento,ACC Rides Transportation Services,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Asian Community Center of Sacramento Valley Inc DBA ACC Senior Services,BCG0001673,Buy <30-Ft Bus For Expansion,111304,64AC18-01016,71200.0,71200.0,0.0,71200.0,0,Open,,,,,400.0,Asian Community Center of Sacramento Valley,,,Non-Profit Organization,,Sacramento,Sacramento,ACC Rides Transportation Services,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Asian Community Center of Sacramento Valley Inc DBA ACC Senior Services,BCG0001674,Buy <30-Ft Bus For Expansion,111304,64AC18-01016,71200.0,71200.0,0.0,71200.0,0,Open,,,,,400.0,Asian Community Center of Sacramento Valley,,,Non-Profit Organization,,Sacramento,Sacramento,ACC Rides Transportation Services,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Asian Community Center of Sacramento Valley Inc DBA ACC Senior Services,BCG0001675,Purchase Computer Software,114208,,-60000.0,0.0,0.0,-60000.0,0,Open,,,,,400.0,Asian Community Center of Sacramento Valley,,,Non-Profit Organization,,Sacramento,Sacramento,ACC Rides Transportation Services,"Manual Match, Airtable",0,0,0,1,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Asian Community Center of Sacramento Valley Inc DBA ACC Senior Services,BCG0001675,Purchase Computer Software,114208,,60000.0,0.0,0.0,60000.0,0,Open,,,,,400.0,Asian Community Center of Sacramento Valley,,,Non-Profit Organization,,Sacramento,Sacramento,ACC Rides Transportation Services,"Manual Match, Airtable",0,0,0,1,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Avenidas ,BCG0000662,Purchase Replacement < 30 Ft Bus,111204,64AC18-00695,70000.0,70000.0,0.0,70000.0,0,Open,,,,,401.0,Avenidas,,,Non-Profit Organization,,Palo Alto,Santa Clara,Avenidas Door-to-Door,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Avenidas ,BCG0000664,Purchase Replacement < 30 Ft Bus,111204,64AC18-00695,70000.0,70000.0,0.0,70000.0,0,Open,,,,,401.0,Avenidas,,,Non-Profit Organization,,Palo Alto,Santa Clara,Avenidas Door-to-Door,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Avenidas ,BCG0000667,Purchase Replacement Van,111215,64AC18-00695,49000.0,49000.0,47145.18,1854.82,0,Open,,,,,401.0,Avenidas,,,Non-Profit Organization,,Palo Alto,Santa Clara,Avenidas Door-to-Door,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Big Valley 50 Plus,BCG0000976,Purchase Replacement < 30 Ft Bus,111204,64AC18-00611,63000.0,63000.0,0.0,63000.0,0,Open,,,,,404.0,Big Valley 50 Plus,,,Non-Profit Organization,,Beiber,"Lassen, Modoc",Big Valley 50 Plus,Name Match; Airtable,1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Butte County Association of Governments  Butte Regional Transit,BCG0000663,Purchase Replacement < 30 Ft Bus,111204,64AC18-00604,-3687.3,66312.7,66312.7,-70000.0,0,Open,,,,90208,47.0,Butte County Association of Governments,,BCAG,MPO/RTPA,Full Reporter,Chico,Butte,"B-Line,B-Line Paratransit","Manual Match, NTD",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Butte County Association of Governments  Butte Regional Transit,BCG0000663,Purchase Replacement < 30 Ft Bus,111204,64AC18-00604,70000.0,66312.7,66312.7,3687.3,0,Open,,,,90208,47.0,Butte County Association of Governments,,BCAG,MPO/RTPA,Full Reporter,Chico,Butte,"B-Line,B-Line Paratransit","Manual Match, NTD",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Butte County Association of Governments  Butte Regional Transit,BCG0000665,Purchase Replacement < 30 Ft Bus,111204,64AC18-00604,-3687.3,66312.7,66312.7,-70000.0,0,Open,,,,90208,47.0,Butte County Association of Governments,,BCAG,MPO/RTPA,Full Reporter,Chico,Butte,"B-Line,B-Line Paratransit","Manual Match, NTD",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Butte County Association of Governments  Butte Regional Transit,BCG0000665,Purchase Replacement < 30 Ft Bus,111204,64AC18-00604,70000.0,66312.7,66312.7,3687.3,0,Open,,,,90208,47.0,Butte County Association of Governments,,BCAG,MPO/RTPA,Full Reporter,Chico,Butte,"B-Line,B-Line Paratransit","Manual Match, NTD",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Butte County Association of Governments  Butte Regional Transit,BCG0000670,Purchase Replacement < 30 Ft Bus,111204,64AC18-00604,70000.0,70000.0,66312.7,3687.3,0,Open,,,,90208,47.0,Butte County Association of Governments,,BCAG,MPO/RTPA,Full Reporter,Chico,Butte,"B-Line,B-Line Paratransit","Manual Match, NTD",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Butte County Association of Governments  Butte Regional Transit,BCG0000671,Purchase Replacement < 30 Ft Bus,111204,64AC18-00604,70000.0,70000.0,66312.7,3687.3,0,Open,,,,90208,47.0,Butte County Association of Governments,,BCAG,MPO/RTPA,Full Reporter,Chico,Butte,"B-Line,B-Line Paratransit","Manual Match, NTD",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Butte County Association of Governments  Butte Regional Transit,BCG0000672,Purchase Replacement < 30 Ft Bus,111204,64AC18-00604,70000.0,70000.0,66312.7,3687.3,0,Open,,,,90208,47.0,Butte County Association of Governments,,BCAG,MPO/RTPA,Full Reporter,Chico,Butte,"B-Line,B-Line Paratransit","Manual Match, NTD",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Butte County Association of Governments  Butte Regional Transit,BCG0000673,Purchase Replacement < 30 Ft Bus,111204,64AC18-00604,-3687.3,66312.7,66312.7,-70000.0,0,Open,,,,90208,47.0,Butte County Association of Governments,,BCAG,MPO/RTPA,Full Reporter,Chico,Butte,"B-Line,B-Line Paratransit","Manual Match, NTD",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Butte County Association of Governments  Butte Regional Transit,BCG0000673,Purchase Replacement < 30 Ft Bus,111204,64AC18-00604,70000.0,66312.7,66312.7,3687.3,0,Open,,,,90208,47.0,Butte County Association of Governments,,BCAG,MPO/RTPA,Full Reporter,Chico,Butte,"B-Line,B-Line Paratransit","Manual Match, NTD",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Calaveras County Public Works,BCG0000749,Purchase Replacement < 30 Ft Bus,111204,64AC18-00605,-70000.0,0.0,0.0,-70000.0,0,Open,,,,,,,,,"City, County or Local Government Unit or Department of Transportation",,San Andreas,Calaveras,,No Match,1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Calaveras County Public Works,BCG0000749,Purchase Replacement < 30 Ft Bus,111204,64AC18-00605,70000.0,0.0,0.0,70000.0,0,Open,,,,,,,,,"City, County or Local Government Unit or Department of Transportation",,San Andreas,Calaveras,,No Match,1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Care-A-Van Transit Systems Inc,BCG0000640,Purchase Replacement Van,111215,64AC18-00653,49000.0,49000.0,47065.08,1934.92,0,Open,,,,,407.0,Care-A-Van Transit Systems Inc,,,Company,,Hemet,Riverside,Care-A-Van Transit,Name Match; Airtable,1,0,0,0,0,0,0,0,1
