agency,stop_id,stop_name,route_type,date,shn_route,shn_route_type,x,y
Alameda-Contra Costa Transit District,51195,MacArthur Blvd & Grand Av,3,8/14/2024,580,Interstate,-122.249096,37.810236
Alameda-Contra Costa Transit District,55576,MacArthur Blvd & Lakeshore Av,3,8/14/2024,580,Interstate,-122.247528,37.809706
Alameda-Contra Costa Transit District,58863,345 MacArthur Blvd,3,8/14/2024,580,Interstate,-122.251178,37.813202
Alameda-Contra Costa Transit District,54757,Beaumont Av & MacArthur Blvd,3,8/14/2024,580,Interstate,-122.229024,37.800737
Alameda-Contra Costa Transit District,58809,Golf Links Rd & 98th Av,3,8/14/2024,580,Interstate,-122.151654,37.753798
San Francisco Bay Area Rapid Transit District,CAST,Castro Valley,1,8/14/2024,580,Interstate,-122.075615,37.690776
San Francisco Bay Area Rapid Transit District,DUBL,Dublin / Pleasanton,1,8/14/2024,580,Interstate,-121.899242,37.701692
San Francisco Bay Area Rapid Transit District,WDUB,West Dublin / Pleasanton,1,8/14/2024,580,Interstate,-121.928301,37.69976
Central Contra Costa Transit Authority,832158,Dublin Pleasanton BART Unloading,3,8/14/2024,580,Interstate,-121.89803,37.701623
Livermore-Amador Valley Transit Authority,880095,East Dublin Pleasanton  BART,3,8/14/2024,580,Interstate,-121.898192,37.701682
Alameda-Contra Costa Transit District,55625,Martin Luther King Jr Way & Ashby Av (Ashby BART),3,8/14/2024,13,State,-122.271011,37.854559
Alameda-Contra Costa Transit District,59554,Martin Luther King Jr Way & Ashby Av(Ashby BART),3,8/14/2024,13,State,-122.271213,37.854394
Alameda-Contra Costa Transit District,51101,Shattuck Av & Ashby Av,3,8/14/2024,13,State,-122.266408,37.855106
Alameda-Contra Costa Transit District,59954,Shattuck Av & Ashby Av,3,8/14/2024,13,State,-122.26662,37.855415
Alameda-Contra Costa Transit District,55955,College Av & Ashby Av,3,8/14/2024,13,State,-122.252988,37.857287
Alameda-Contra Costa Transit District,55991,College Av & Ashby Av,3,8/14/2024,13,State,-122.253115,37.856824
Alameda-Contra Costa Transit District,57050,Telegraph Av & Ashby Av,3,8/14/2024,13,State,-122.259599,37.855967
Alameda-Contra Costa Transit District,57088,Telegraph Av & Ashby Av,3,8/14/2024,13,State,-122.259787,37.856405
Alameda-Contra Costa Transit District,52315,Carson St & Aliso Av,3,8/14/2024,13,State,-122.181988,37.794067
Alameda-Contra Costa Transit District,50177,Ashby Av + California St,3,8/14/2024,13,State,-122.27721,37.853585
Alameda-Contra Costa Transit District,50540,Ashby Av + Mabel St,3,8/14/2024,13,State,-122.283454,37.852739
Alameda-Contra Costa Transit District,50667,Ashby Av & Acton St,3,8/14/2024,13,State,-122.280972,37.853162
Alameda-Contra Costa Transit District,50699,Ashby Av + Ellis St,3,8/14/2024,13,State,-122.273505,37.85406
Alameda-Contra Costa Transit District,51050,Ashby Av + King St,3,8/14/2024,13,State,-122.2739,37.853892
Alameda-Contra Costa Transit District,51171,Ashby Av + Martin Luther King Jr Way(Ashby BART Sa.),3,8/14/2024,13,State,-122.270609,37.854256
Alameda-Contra Costa Transit District,51951,Ashby Av + Regent St,3,8/14/2024,13,State,-122.25712,37.856586
Alameda-Contra Costa Transit District,52239,Ashby Av & Adeline St (Ashby BART),3,8/14/2024,13,State,-122.268676,37.854812
Alameda-Contra Costa Transit District,52300,Ashby Av & San Pablo Av,3,8/14/2024,13,State,-122.286247,37.85217
Alameda-Contra Costa Transit District,52336,Ashby Av & Deakin St,3,8/14/2024,13,State,-122.262621,37.855868
Alameda-Contra Costa Transit District,52339,Ashby Av & Shattuck Av,3,8/14/2024,13,State,-122.266194,37.855265
Alameda-Contra Costa Transit District,52599,Ashby Av & San Pablo Av,3,8/14/2024,13,State,-122.287154,37.85215
Alameda-Contra Costa Transit District,52662,Ashby Av + Sacramento St,3,8/14/2024,13,State,-122.27923,37.853207
Alameda-Contra Costa Transit District,53880,Ashby Av + California St,3,8/14/2024,13,State,-122.276672,37.853531
Alameda-Contra Costa Transit District,54559,Ashby Av + Mabel St,3,8/14/2024,13,State,-122.283986,37.852758
Alameda-Contra Costa Transit District,54954,Ashby Av & Acton St,3,8/14/2024,13,State,-122.281718,37.853218
Alameda-Contra Costa Transit District,55016,Ashby Av & Shattuck Av,3,8/14/2024,13,State,-122.266833,37.855346
Alameda-Contra Costa Transit District,55217,Ashby Av + Telegraph Av,3,8/14/2024,13,State,-122.259359,37.85616
Alameda-Contra Costa Transit District,55765,Ashby Av + Martin Luther King Jr Way(Ashby BART Sa.),3,8/14/2024,13,State,-122.27092,37.85442
Alameda-Contra Costa Transit District,55817,Ashby Av & 7th St,3,8/14/2024,13,State,-122.290464,37.851195
Alameda-Contra Costa Transit District,55919,Ashby Av + Sacramento St,3,8/14/2024,13,State,-122.27881,37.853377
Alameda-Contra Costa Transit District,56795,Ashby Av + Colby St,3,8/14/2024,13,State,-122.257616,37.856395
Alameda-Contra Costa Transit District,56796,Ashby Av & Wheeler St,3,8/14/2024,13,State,-122.264836,37.855588
Alameda-Contra Costa Transit District,56858,Ashby Av & Adeline St (Ashby BART),3,8/14/2024,13,State,-122.26847,37.855121
Alameda-Contra Costa Transit District,57658,Ashby Av & Deakin St,3,8/14/2024,13,State,-122.262173,37.85579
Alameda-Contra Costa Transit District,58234,Ashby Av & Wheeler St,3,8/14/2024,13,State,-122.264287,37.855516
Alameda-Contra Costa Transit District,59300,Ashby Av & Telegraph Av,3,8/14/2024,13,State,-122.260145,37.856207
Alameda-Contra Costa Transit District,59875,Ashby Av + Hillegass Av,3,8/14/2024,13,State,-122.255244,37.856703
Alameda-Contra Costa Transit District,59968,Ashby Av + Hillegass Av,3,8/14/2024,13,State,-122.255358,37.856818
Alameda-Contra Costa Transit District,58830,Claremont Av & Ashby Av,3,8/14/2024,13,State,-122.245345,37.858197
Alameda-Contra Costa Transit District,52100,Sacramento St & Ashby Av,3,8/14/2024,13,State,-122.279204,37.853457
Alameda-Contra Costa Transit District,58959,Sacramento St & Ashby Av,3,8/14/2024,13,State,-122.278821,37.853099
Alameda-Contra Costa Transit District,51147,261 Tunnel Rd,3,8/14/2024,13,State,-122.234017,37.852564
Alameda-Contra Costa Transit District,51252,Tunnel Rd & Domingo Av (Ashby Av),3,8/14/2024,13,State,-122.243462,37.857911
Alameda-Contra Costa Transit District,53451,Tunnel Rd & Bridge Rd,3,8/14/2024,13,State,-122.238238,37.855268
Alameda-Contra Costa Transit District,53452,Tunnel Rd & The Uplands,3,8/14/2024,13,State,-122.238985,37.855281
Alameda-Contra Costa Transit District,57807,Tunnel Rd & Roble Rd,3,8/14/2024,13,State,-122.236689,37.854225
Alameda-Contra Costa Transit District,57817,Tunnel Rd & Vicente Rd,3,8/14/2024,13,State,-122.235995,37.853842
Alameda-Contra Costa Transit District,58820,Ashby Av & Domingo Av,3,8/14/2024,13,State,-122.244115,37.858143
Alameda-Contra Costa Transit District,55095,Moraga Av & La Salle Av,3,8/14/2024,13,State,-122.210718,37.826291
Alameda-Contra Costa Transit District,56955,Mountain Blvd & Snake Rd,3,8/14/2024,13,State,-122.209129,37.824312
Alameda-Contra Costa Transit District,50576,Mountain Blvd & Kearney Av,3,8/14/2024,13,State,-122.198982,37.812188
Alameda-Contra Costa Transit District,52732,Mountain Blvd & Woodcrest Cir,3,8/14/2024,13,State,-122.200733,37.813813
Alameda-Contra Costa Transit District,56848,Mountain Blvd & Joaquin Miller Ct,3,8/14/2024,13,State,-122.202336,37.816009
Alameda-Contra Costa Transit District,58948,Mountain Blvd & Kearney Av,3,8/14/2024,13,State,-122.19922,37.812253
Alameda-Contra Costa Transit District,59962,Mountain Blvd & Woodcrest Cir,3,8/14/2024,13,State,-122.200517,37.813738
Alameda-Contra Costa Transit District,52303,Mountain Blvd & Frontage Rd,3,8/14/2024,13,State,-122.178234,37.784678
Alameda-Contra Costa Transit District,53224,Moraga Av & Medau Pl (Montclair Park),3,8/14/2024,13,State,-122.211774,37.827784
Alameda-Contra Costa Transit District,54799,Moraga Av & Montclair Recreation Center,3,8/14/2024,13,State,-122.213158,37.8291
Alameda-Contra Costa Transit District,50868,Glenwood Glade & Broadway Terr,3,8/14/2024,13,State,-122.223854,37.841071
Alameda-Contra Costa Transit District,51166,San Pablo Av & Marin Av (Albany City Hall),3,8/14/2024,123,State,-122.29787,37.886462
Alameda-Contra Costa Transit District,55867,San Pablo Av & Marin Av (Albany City Hall),3,8/14/2024,123,State,-122.297604,37.886486
Alameda-Contra Costa Transit District,56606,San Pablo Av & Buchanan St,3,8/14/2024,123,State,-122.298112,37.88807
Alameda-Contra Costa Transit District,57957,San Pablo Av & Buchanan St,3,8/14/2024,123,State,-122.298404,37.888096
Alameda-Contra Costa Transit District,52271,San Pablo Av & Harrison St,3,8/14/2024,123,State,-122.29637,37.882648
Alameda-Contra Costa Transit District,52273,San Pablo Av & Page St,3,8/14/2024,123,State,-122.294815,37.877773
Alameda-Contra Costa Transit District,53005,San Pablo Av & Page St,3,8/14/2024,123,State,-122.294932,37.877324
Alameda-Contra Costa Transit District,54344,San Pablo Av & Monroe St,3,8/14/2024,123,State,-122.297213,37.88441
Alameda-Contra Costa Transit District,55100,San Pablo Av & Gilman St,3,8/14/2024,123,State,-122.295783,37.880829
Alameda-Contra Costa Transit District,55327,Cedar St & San Pablo Av,3,8/14/2024,123,State,-122.293903,37.875356
Alameda-Contra Costa Transit District,55501,San Pablo Av & Gilman St,3,8/14/2024,123,State,-122.295773,37.879897
Alameda-Contra Costa Transit District,55929,San Pablo Av & Harrison St,3,8/14/2024,123,State,-122.296452,37.882043
Alameda-Contra Costa Transit District,56144,Cedar St & San Pablo Av,3,8/14/2024,123,State,-122.29376,37.875202
Alameda-Contra Costa Transit District,51637,40th St & San Pablo Av,3,8/14/2024,123,State,-122.279611,37.831202
Alameda-Contra Costa Transit District,50344,San Pablo Av & Channing Way,3,8/14/2024,123,State,-122.290299,37.86293
Alameda-Contra Costa Transit District,50355,San Pablo Av & 45th St,3,8/14/2024,123,State,-122.280858,37.834479
Alameda-Contra Costa Transit District,51001,San Pablo Av & Delaware St,3,8/14/2024,123,State,-122.292936,37.872028
Alameda-Contra Costa Transit District,51041,San Pablo Av & 45th St,3,8/14/2024,123,State,-122.280922,37.83384
Alameda-Contra Costa Transit District,51117,San Pablo Av & Ashby Av,3,8/14/2024,123,State,-122.286675,37.852514
Alameda-Contra Costa Transit District,51699,San Pablo Av & Grayson St,3,8/14/2024,123,State,-122.287911,37.856426
Alameda-Contra Costa Transit District,51832,San Pablo Av & 67th St,3,8/14/2024,123,State,-122.286072,37.849789
Alameda-Contra Costa Transit District,51990,San Pablo Av & 47th St (Emeryville High School),3,8/14/2024,123,State,-122.281379,37.835263
Alameda-Contra Costa Transit District,52007,San Pablo Av & Allston Way,3,8/14/2024,123,State,-122.291239,37.866724
Alameda-Contra Costa Transit District,52117,San Pablo Av & Brighton Av,3,8/14/2024,123,State,-122.301025,37.897137
Alameda-Contra Costa Transit District,52207,San Pablo Av & Channing Way,3,8/14/2024,123,State,-122.289956,37.862748
Alameda-Contra Costa Transit District,52217,San Pablo Av & Portland Av,3,8/14/2024,123,State,-122.299808,37.893336
Alameda-Contra Costa Transit District,52221,San Pablo Av & Carlson Blvd,3,8/14/2024,123,State,-122.301812,37.89858
Alameda-Contra Costa Transit District,52226,San Pablo Av & 64th St,3,8/14/2024,123,State,-122.285024,37.846544
Alameda-Contra Costa Transit District,52228,San Pablo Av & Ashby Av,3,8/14/2024,123,State,-122.286712,37.851805
Alameda-Contra Costa Transit District,52283,San Pablo Av & 66th St,3,8/14/2024,123,State,-122.285453,37.848746
Alameda-Contra Costa Transit District,52330,San Pablo Av & 47th St (Emeryville High School),3,8/14/2024,123,State,-122.281316,37.835925
Alameda-Contra Costa Transit District,53003,San Pablo Av & Grayson St,3,8/14/2024,123,State,-122.28816,37.856294
Alameda-Contra Costa Transit District,53021,San Pablo Av & Solano Av,3,8/14/2024,123,State,-122.29891,37.89055
Alameda-Contra Costa Transit District,53178,San Pablo Av & Parker St,3,8/14/2024,123,State,-122.288939,37.859579
Alameda-Contra Costa Transit District,53181,San Pablo Av & Parker St,3,8/14/2024,123,State,-122.28905,37.859067
Alameda-Contra Costa Transit District,54119,San Pablo Av & 65th St,3,8/14/2024,123,State,-122.285543,37.848146
Alameda-Contra Costa Transit District,54288,San Pablo Av & 62nd St,3,8/14/2024,123,State,-122.284219,37.844861
Alameda-Contra Costa Transit District,55110,San Pablo Av & Alcatraz Av,3,8/14/2024,123,State,-122.284957,37.847213
Alameda-Contra Costa Transit District,55111,San Pablo Av & University Av,3,8/14/2024,123,State,-122.29209,37.868706
Alameda-Contra Costa Transit District,55165,San Pablo Av & Cedar St,3,8/14/2024,123,State,-122.293951,37.875108
Alameda-Contra Costa Transit District,55267,San Pablo Av & Bancroft Way,3,8/14/2024,123,State,-122.290631,37.864816
Alameda-Contra Costa Transit District,55335,San Pablo Av & Stanford Av,3,8/14/2024,123,State,-122.283082,37.841426
Alameda-Contra Costa Transit District,55367,San Pablo Av & Oregon St,3,8/14/2024,123,State,-122.287408,37.854847
Alameda-Contra Costa Transit District,55505,San Pablo Av & 40th St,3,8/14/2024,123,State,-122.279851,37.830609
Alameda-Contra Costa Transit District,55525,San Pablo Av & University Av,3,8/14/2024,123,State,-122.292118,37.869467
Alameda-Contra Costa Transit District,55535,San Pablo Av & 40th St,3,8/14/2024,123,State,-122.279884,37.831487
Alameda-Contra Costa Transit District,55547,San Pablo Av & Stanford Av,3,8/14/2024,123,State,-122.283047,37.840477
Alameda-Contra Costa Transit District,55603,San Pablo Av & Haskell St,3,8/14/2024,123,State,-122.286002,37.850474
Alameda-Contra Costa Transit District,55646,San Pablo Av & 53rd St,3,8/14/2024,123,State,-122.282067,37.837379
Alameda-Contra Costa Transit District,55728,San Pablo Av & Castro St,3,8/14/2024,123,State,-122.300376,37.894286
Alameda-Contra Costa Transit District,55880,San Pablo Av & Dwight Way,3,8/14/2024,123,State,-122.289546,37.861466
Alameda-Contra Costa Transit District,55978,San Pablo Av & Monroe St,3,8/14/2024,123,State,-122.297068,37.884827
Alameda-Contra Costa Transit District,56422,San Pablo Av & Brighton Av,3,8/14/2024,123,State,-122.30109,37.89651
Alameda-Contra Costa Transit District,56688,San Pablo Av & Solano Av,3,8/14/2024,123,State,-122.299013,37.889965
Alameda-Contra Costa Transit District,56956,San Pablo Av & 62nd St,3,8/14/2024,123,State,-122.284455,37.844789
Alameda-Contra Costa Transit District,57133,San Pablo Av & 54th St,3,8/14/2024,123,State,-122.281852,37.837607
Alameda-Contra Costa Transit District,57755,San Pablo Av & Dwight Way,3,8/14/2024,123,State,-122.289583,37.860794
Alameda-Contra Costa Transit District,58499,San Pablo Av & 56th St,3,8/14/2024,123,State,-122.28235,37.839126
Alameda-Contra Costa Transit District,58810,San Pablo Av & 56th St,3,8/14/2024,123,State,-122.282549,37.838906
Alameda-Contra Costa Transit District,59277,San Pablo Av & Bancroft Way,3,8/14/2024,123,State,-122.290869,37.864711
Alameda-Contra Costa Transit District,59377,San Pablo Av & Heinz Av,3,8/14/2024,123,State,-122.287577,37.854456
Alameda-Contra Costa Transit District,59591,San Pablo Av & Allston Way,3,8/14/2024,123,State,-122.291436,37.866481
Alameda-Contra Costa Transit District,59600,San Pablo Av & Cedar St,3,8/14/2024,123,State,-122.294329,37.875418
Alameda-Contra Costa Transit District,59755,San Pablo Av & Delaware St,3,8/14/2024,123,State,-122.293147,37.871763
Alameda-Contra Costa Transit District,55365,University Av & San Pablo Av,3,8/14/2024,123,State,-122.291845,37.869251
Alameda-Contra Costa Transit District,50922,Dwight Way & San Pablo Av,3,8/14/2024,123,State,-122.289931,37.861088
Alameda-Contra Costa Transit District,52566,University Av & San Pablo Av,3,8/14/2024,123,State,-122.292544,37.869114
Emeryville Transportation Management Agency,855341,Park Ave @ San Pablo (IHOP) WB,3,8/14/2024,123,State,-122.2807252,37.83233256
Alameda-Contra Costa Transit District,52114,Martin Luther King Jr Way & 36th St,3,8/14/2024,580,Interstate,-122.269719,37.825
Alameda-Contra Costa Transit District,58411,Martin Luther King Jr Way & 36th St,3,8/14/2024,580,Interstate,-122.269526,37.824887
Alameda-Contra Costa Transit District,55622,Fruitvale Av & Montana St,3,8/14/2024,580,Interstate,-122.217025,37.79855
Alameda-Contra Costa Transit District,56671,Oakland Av & MacArthur Blvd,3,8/14/2024,580,Interstate,-122.253523,37.819046
Alameda-Contra Costa Transit District,51055,Marlow Dr & Foothill Blvd,3,8/14/2024,580,Interstate,-122.139456,37.734507
Alameda-Contra Costa Transit District,55961,Fruitvale Av & Montana St,3,8/14/2024,580,Interstate,-122.216833,37.798508
Alameda-Contra Costa Transit District,59936,Mountain Blvd & Sequoyah Rd,3,8/14/2024,580,Interstate,-122.147762,37.76024
Alameda-Contra Costa Transit District,51911,Santa Clara Av & Oakland Av,3,8/14/2024,580,Interstate,-122.253269,37.819029
Alameda-Contra Costa Transit District,52327,Mountain Blvd & Keller Av,3,8/14/2024,580,Interstate,-122.15577,37.771933
Alameda-Contra Costa Transit District,54984,Mountain Blvd & Fontaine Ct,3,8/14/2024,580,Interstate,-122.153463,37.768775
Alameda-Contra Costa Transit District,54468,Mountain Blvd & Calafia Av,3,8/14/2024,580,Interstate,-122.14768,37.757302
Alameda-Contra Costa Transit District,56792,Mountain Blvd & Calafia Av,3,8/14/2024,580,Interstate,-122.147862,37.757156
Alameda-Contra Costa Transit District,59984,Market St & 36th St,3,8/14/2024,580,Interstate,-122.274919,37.826212
Alameda-Contra Costa Transit District,57177,Martin Luther King Jr Way & W Grand Av,3,8/14/2024,980,Interstate,-122.272605,37.812762
