grant_fiscal_year,funding_program,grant_number,project_year,organization_name,upin,description,ali,contract_number,allocationamount,encumbered_amount,expendedamount,activebalance,closedoutbalance,project_status,agency,city,state,legacy_ntd_id,ntd_id,organization_type,reporter_type,primary_uza_population,agency_voms,years_old:,_13_15,_16_20,_21_25,_26_30,_31_60,_60+,total_vehicles,average_age_of_fleet__in_years_,average_lifetime_miles_per_vehicle,_0_9,_10_12,vehicle_groups,name,itp_id,gtfs_schedule_status,number_services_w_complete_rt_status,#_fixed_route_services_w__static_gtfs,complete_static_gtfs_coverage_1_means_yes,complete_rt_coverage,gt_1_gtfs_for_any_service_1_means_yes,gt_1_complete_rt_set_1_means_yes
2016.0,Section 5311,CA-2017-025 | 0017000158,2016.0,Livermore Amador Valley Transit Authority,BCG0000157,Operating Assistance,300902,64BO17-00407,41460.0,41460.0,41460.0,0.0,0.0,Open,Livermore / Amador Valley Transit Authority,Livermore,CA,9144,90144,Independent Public Agency or Authority of Transit Service,Full Reporter,615968.0,69.0,,0.0,1.0,0.0,1.0,0.0,0.0,10.0,,,6.0,2.0,Vans,,,,,,,,,
2016.0,Section 5311,CA-2017-025 | 0017000158,2016.0,Marin County Transit District,BCG0000229,Operating Assistance,300902,64BO17-00410,200063.0,200063.0,200063.0,0.0,0.0,Open,Marin County Transit District,San Rafael,CA,9234,90234,Independent Public Agency or Authority of Transit Service,Full Reporter,3281212.0,85.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,30519.5,4.0,0.0,Vans,,,,,,,,,
2016.0,Section 5311,CA-2017-025 | 0017000158,2016.0,Mendocino Transit Authority,BCG0000124,Operating Assistance ,300902,64BO17-00411,469217.0,469217.0,469217.0,0.0,0.0,Open,Mendocino Transit Authority,Ukiah,CA,9R02-047,9R02-91047,Independent Public Agency or Authority of Transit Service,Rural Reporter,0.0,24.0,,0.0,1.0,0.0,0.0,0.0,0.0,2.0,,,1.0,0.0,Vans,Mendocino Transit Authority,198.0,"ok,needed,needed,needed,needed,needed",0.0,1.0,1.0,0.0,1.0,0.0
2016.0,Section 5311,CA-2017-025 | 0017000158,2016.0,Modoc Transportation Agency,BCG0000082,Operating Assistance - Dial A Ride,300902,64BO17-00412,17170.0,37170.0,17170.0,0.0,0.0,Open,Modoc Transportation Agency,Alturas,CA,9R02-048,9R02-91008,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,2.0,Vans,,,,,,,,,
2016.0,Section 5311,CA-2017-025 | 0017000158,2016.0,Monterey-Salinas Transit,BCG0000089,Operating Assistance ,300902,64BO17-00413,582033.0,582033.0,0.0,582033.0,0.0,Open,Monterey-Salinas Transit,Monterey,CA,9062,90062,Independent Public Agency or Authority of Transit Service,Full Reporter,114237.0,112.0,,0.0,5.0,0.0,0.0,0.0,0.0,18.0,,,13.0,0.0,Vans,,,,,,,,,
2016.0,Section 5311,CA-2017-025 | 0017000158,2016.0,Morongo Basin Transit Authority,BCG0000180,Operating Assistance,300902,64BO17-00414,393918.0,393918.0,393918.0,0.0,0.0,Open,Morongo Basin Transit Authority,Joshua Tree,CA,9R02-049,9R02-91090,Independent Public Agency or Authority of Transit Service,Rural Reporter,0.0,13.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,3.0,0.0,Vans,Morongo Basin Transit Authority,212.0,"ok,research",0.0,1.0,1.0,0.0,1.0,0.0
2016.0,Section 5311,CA-2017-025 | 0017000158,2016.0,Mountain Area Regional Transit Authority,BCG0000213,Operating Assistance,300902,64BO17-00415,272707.0,272707.0,272707.0,0.0,0.0,In Development,"Mountain Area Regional Transit Authority, dba: Mountain Transit",Big Bear Lake,CA,9R02-050,9R02-91012,Independent Public Agency or Authority of Transit Service,Rural Reporter,0.0,17.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,Vans,Mountain Area Regional Transit Authority,214.0,"ok,needed,needed",0.0,1.0,1.0,0.0,1.0,0.0
2016.0,Section 5311,CA-2017-025 | 0017000158,2016.0,Napa Valley Transportation Authority,BCG0000128,Operating Assistance ,300902,64BO17-00416,200991.0,200991.0,200991.0,0.0,0.0,Open,Napa Valley Transportation Authority,Napa,CA,9088,90088,Independent Public Agency or Authority of Transit Service,Full Reporter,83913.0,47.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,Vans,,,,,,,,,
2016.0,Section 5311,CA-2017-025 | 0017000158,2016.0,North County Transit District,BCG0000154,Operating Assistance,300902,64BO17-00417,411177.0,411177.0,411177.0,0.0,0.0,Open,North County Transit District,Oceanside,CA,9030,90030,Independent Public Agency or Authority of Transit Service,Full Reporter,2956746.0,205.0,,15.0,17.0,0.0,0.0,0.0,0.0,75.0,,,30.0,13.0,Vans,,,,,,,,,
2016.0,Section 5311,CA-2017-025 | 0017000158,2016.0,Placer County Public Works (TART & PCT),BCG0000245,Operating Assistance ,300902,64BO17-00419,283000.0,283000.0,0.0,283000.0,0.0,Open,"County of Placer, dba: Placer County Department of Public Works",Auburn,CA,9196,90196,"City, County or Local Government Unit or Department of Transportation",Full Reporter,1723634.0,40.0,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.5,178989.3,10.0,0.0,Vans,,,,,,,,,
2016.0,Section 5311,CA-2017-025 | 0017000158,2016.0,Placer County Public Works (TART & PCT),BCG0000249,Purchase Replacement Std 40 Ft Bus ,111201,64BC17-00418,92865.0,92865.0,92865.0,0.0,0.0,Open,"County of Placer, dba: Placer County Department of Public Works",Auburn,CA,9196,90196,"City, County or Local Government Unit or Department of Transportation",Full Reporter,1723634.0,40.0,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.5,178989.3,10.0,0.0,Vans,,,,,,,,,
2016.0,Section 5311,CA-2017-025 | 0017000158,2016.0,Plumas County Transportation Commission,BCG0000193,Operating Assistance,300902,64BO17-00420,106871.0,106871.0,106871.0,0.0,0.0,Open,Plumas County Transportation Commission,Quincy,CA,9R02-005,9R02-91119,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.8,0.0,1.0,4.0,Vans,Plumas County,,needed,0.0,0.0,1.0,1.0,0.0,0.0
2016.0,Section 5311,CA-2017-025 | 0017000158,2016.0,Redwood Coast Transit Authority,BCG0000192,Operating Assistance FTA 5311,300902,64BO17-00421,152825.0,152825.0,152825.0,0.0,0.0,Open,Redwood Coast Transit Authority,Crescent City,CA,9R02-002,9R02-91097,Independent Public Agency or Authority of Transit Service,Rural Reporter,0.0,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,1.0,Vans,Redwood Coast Transit Authority,261.0,"ok,needed",0.0,1.0,1.0,0.0,1.0,0.0
2016.0,Section 5311,CA-2017-025 | 0017000158,2016.0,Riverside Transit Agency,BCG0000130,Operating Assistance ,300902,64BO17-00422,550261.0,550261.0,550261.0,0.0,0.0,Open,Riverside Transit Agency,Riverside,CA,9031,90031,Independent Public Agency or Authority of Transit Service,Full Reporter,1932666.0,298.0,,2.0,1.0,0.0,0.0,0.0,0.0,20.0,,,16.0,1.0,Vans,,,,,,,,,
2016.0,Section 5311,CA-2017-025 | 0017000158,2016.0,San Diego Metropolitan Transit System,BCG0000086,Rural Operating Assistance ,300902,64BO17-00424,265000.0,265000.0,265000.0,0.0,0.0,Open,San Diego Metropolitan Transit System,San Diego,CA,9026,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,2956746.0,906.0,,0.0,0.0,0.0,0.0,0.0,2.0,2.0,74.0,351277.0,0.0,0.0,Vans,,,,,,,,,
2016.0,Section 5311,CA-2017-025 | 0017000158,2016.0,San Joaquin Regional Transit District,BCG0000261,Operating Assistance Sliding Scale,300902,64BO17-00425,359783.0,359783.0,359783.0,0.0,0.0,Open,San Joaquin Regional Transit District,Stockton,CA,9012,90012,Independent Public Agency or Authority of Transit Service,Full Reporter,370583.0,117.0,,4.0,1.0,2.0,0.0,0.0,0.0,26.0,,,17.0,2.0,Vans,,,,,,,,,
2016.0,Section 5311,CA-2017-025 | 0017000158,2016.0,San Luis Obispo Regional Transit Authority,BCG0000078,Operating Assistance,300902,64BO17-00426,498211.0,498211.0,498211.0,0.0,0.0,Open,San Luis Obispo Regional Transit Authority,San Luis Obispo,CA,9206,90206,Independent Public Agency or Authority of Transit Service,Full Reporter,59219.0,49.0,,0.0,1.0,0.0,0.0,0.0,0.0,5.0,,,4.0,0.0,Vans,,,,,,,,,
2016.0,Section 5311,CA-2017-025 | 0017000158,2016.0,San Mateo County Transit District,BCG0000107,Operating Assistance ,300902,64BO17-00427,148815.0,148815.0,148815.0,0.0,0.0,Open,"San Mateo County Transit District, dba: SamTrans",San Carlos,CA,9009,90009,Independent Public Agency or Authority of Transit Service,Full Reporter,3281212.0,383.0,,0.0,0.0,0.0,0.0,0.0,0.0,45.0,,,37.0,8.0,Vans,,,,,,,,,
2016.0,Section 5311,CA-2017-025 | 0017000158,2016.0,Santa Clara Valley Transportation Authority,BCG0000151,Operating Assistance,300902,64BO17-00428,76355.0,76355.0,76355.0,0.0,0.0,Open,Santa Clara Valley Transportation Authority,San Jose,CA,9013,90013,Independent Public Agency or Authority of Transit Service,Full Reporter,1664496.0,635.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,92.0,26405.0,0.0,0.0,Vans,,,,,,,,,
2016.0,Section 5311,CA-2017-025 | 0017000158,2016.0,Santa Cruz Metropolitan Transit District,BCG0000250,Operating Assistance,300902,64BO17-00429,168738.0,168738.0,168738.0,0.0,0.0,Open,Santa Cruz Metropolitan Transit District,Santa Cruz,CA,9006,90006,Independent Public Agency or Authority of Transit Service,Full Reporter,163703.0,104.0,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,221111.0,10.0,0.0,Vans,,,,,,,,,
2016.0,Section 5311,CA-2017-025 | 0017000158,2016.0,Sierra County Transportation Commission,BCG0000069,Operating Assistance Sliding Scale,300902,64BO17-00430,48000.0,48000.0,48000.0,0.0,0.0,Open,Sierra County Transportation Commission,Downieville,CA,9R02-052,9R02-91038,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.5,0.0,2.0,0.0,Vans,Sierra County Transportation Commission,304.0,,0.0,0.0,1.0,1.0,0.0,0.0
2016.0,Section 5311,CA-2017-025 | 0017000158,2016.0,Sonoma County Transit,BCG0000288,Purchase Replacement < 30 Ft Bus,111204,64BC17-00431,75588.0,75588.0,71949.43,3638.57,0.0,Open,"County of Sonoma, dba: Sonoma County Transit",Santa Rosa,CA,9089,90089,"City, County or Local Government Unit or Department of Transportation",Full Reporter,308231.0,70.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.2,63610.4,5.0,0.0,Vans,,,,,,,,,
2016.0,Section 5311,CA-2017-025 | 0017000158,2016.0,Sonoma County Transit,BCG0000289,Purchase Replacement < 30 Ft Bus,111204,64BC17-00431,75588.0,75588.0,71949.43,3638.57,0.0,Open,"County of Sonoma, dba: Sonoma County Transit",Santa Rosa,CA,9089,90089,"City, County or Local Government Unit or Department of Transportation",Full Reporter,308231.0,70.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.2,63610.4,5.0,0.0,Vans,,,,,,,,,
2016.0,Section 5311,CA-2017-025 | 0017000158,2016.0,Sonoma County Transit,BCG0000290,Purchase Replacement < 30 Ft Bus,111204,64BC17-00431,75588.0,75588.0,71949.43,3638.57,0.0,Open,"County of Sonoma, dba: Sonoma County Transit",Santa Rosa,CA,9089,90089,"City, County or Local Government Unit or Department of Transportation",Full Reporter,308231.0,70.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.2,63610.4,5.0,0.0,Vans,,,,,,,,,
2016.0,Section 5311,CA-2017-025 | 0017000158,2016.0,Sonoma County Transit,BCG0000291,Purchase Replacement < 30 Ft Bus,111204,64BC17-00431,75588.0,75588.0,71949.43,3638.57,0.0,Open,"County of Sonoma, dba: Sonoma County Transit",Santa Rosa,CA,9089,90089,"City, County or Local Government Unit or Department of Transportation",Full Reporter,308231.0,70.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.2,63610.4,5.0,0.0,Vans,,,,,,,,,
2016.0,Section 5311,CA-2017-025 | 0017000158,2016.0,Sonoma County Transit,BCG0000292,Purchase Replacement Van,111215,64BC17-00431,39519.5,39519.5,39519.5,0.0,0.0,Open,"County of Sonoma, dba: Sonoma County Transit",Santa Rosa,CA,9089,90089,"City, County or Local Government Unit or Department of Transportation",Full Reporter,308231.0,70.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.2,63610.4,5.0,0.0,Vans,,,,,,,,,
2016.0,Section 5311,CA-2017-025 | 0017000158,2016.0,Sonoma County Transit,BCG0000293,Purchase Replacement Van,111215,64BC17-00431,39520.0,39520.0,39520.0,0.0,0.0,Open,"County of Sonoma, dba: Sonoma County Transit",Santa Rosa,CA,9089,90089,"City, County or Local Government Unit or Department of Transportation",Full Reporter,308231.0,70.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.2,63610.4,5.0,0.0,Vans,,,,,,,,,
2016.0,Section 5311,CA-2017-025 | 0017000158,2016.0,Sonoma County Transit,BCG0000294,Purchase Replacement Van,111215,64BC17-00431,39519.5,39519.5,39519.5,0.0,0.0,Open,"County of Sonoma, dba: Sonoma County Transit",Santa Rosa,CA,9089,90089,"City, County or Local Government Unit or Department of Transportation",Full Reporter,308231.0,70.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.2,63610.4,5.0,0.0,Vans,,,,,,,,,
2016.0,Section 5311,CA-2017-025 | 0017000158,2016.0,Sonoma County Transit,BCG0000295,Purchase Replacement Van,111215,64BC17-00431,39519.0,39519.0,39519.0,0.0,0.0,Open,"County of Sonoma, dba: Sonoma County Transit",Santa Rosa,CA,9089,90089,"City, County or Local Government Unit or Department of Transportation",Full Reporter,308231.0,70.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.2,63610.4,5.0,0.0,Vans,,,,,,,,,
2016.0,Section 5311,CA-2017-025 | 0017000158,2016.0,Sunline Transit Agency,BCG0000206,Operating Assistance,300902,64BO17-00433,341572.0,341572.0,341572.0,0.0,0.0,Open,SunLine Transit Agency,Thousand Palms,CA,9079,90079,Independent Public Agency or Authority of Transit Service,Full Reporter,345580.0,98.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,47209.8,5.0,0.0,Vans,,,,,,,,,
2016.0,Section 5311,CA-2017-025 | 0017000158,2016.0,Town of Truckee,BCG0000159,Operating Assistance,300902,64BO17-00435,87097.0,87097.0,87097.0,0.0,0.0,Open,Town of Truckee,Truckee,CA,9R02-054,9R02-91101,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.5,0.0,6.0,2.0,Vans,Town of Truckee,340.0,"needed,needed,needed",0.0,0.0,1.0,1.0,0.0,0.0
2016.0,Section 5311,CA-2017-025 | 0017000158,2016.0,Transit Joint Powers Authority for Merced County,BCG0000142,Operating Assistance ,300902,64BO17-00436,502309.0,502309.0,502309.0,0.0,0.0,Open,"Transit Joint Powers Authority for Merced County, dba: Merced The Bus",Merced,CA,9173,90173,Independent Public Agency or Authority of Transit Service,Full Reporter,136969.0,53.0,,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,43411.0,9.0,0.0,Vans,,,,,,,,,
2016.0,Section 5311,CA-2017-025 | 0017000158,2016.0,Victor Valley Transit Authority,BCG0000090,Operating Assistance ,300902,64BO17-00439,591098.0,591098.0,591098.0,0.0,0.0,Open,Victor Valley Transit Authority,Hesperia,CA,9148,90148,Independent Public Agency or Authority of Transit Service,Full Reporter,328454.0,319.0,,0.0,0.0,0.0,0.0,0.0,0.0,244.0,1.25,26235.5615,241.0,3.0,Vans,,,,,,,,,
2016.0,Section 5311,CA-2017-025 | 0017000158,2016.0,Yolo County Transportation District,BCG0000253,Rural Operating Assistance,300902,64BO17-00440,130879.0,130879.0,130879.0,0.0,0.0,Open,"Yolo County Transportation District, dba: Yolobus",Woodland,CA,9090,90090,Independent Public Agency or Authority of Transit Service,Full Reporter,1723634.0,50.0,,0.0,1.0,1.0,0.0,0.0,0.0,7.0,,,5.0,0.0,Vans,,,,,,,,,
2016.0,Section 5311,CA-2017-025 | 0017000158,2016.0,Yuba-Sutter Transit Authority,BCG0000136,Operating Assistance ,300902,64BO17-00442,228000.0,228000.0,228000.0,0.0,0.0,Open,Yuba-Sutter Transit Authority,Marysville,CA,9061,90061,Independent Public Agency or Authority of Transit Service,Full Reporter,116719.0,35.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,Vans,,,,,,,,,
2016.0,Section 5311,CA-2017-025 | 0017000158,2017.0,City of Corcoran - Corcoran Area Transit,BCG0000146,Operating Assistance ,300901,64BO17-00369,152427.0,152427.0,152427.0,0.0,0.0,Open,"City of Corcoran, dba: Corcoran Area Transit",Corcoran,CA,9R02-059,9R02-91002,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,6.0,,0.0,1.0,0.0,0.0,0.0,0.0,3.0,12.66666667,0.0,0.0,2.0,Vans,City of Corcoran,78.0,needed,0.0,0.0,1.0,1.0,0.0,0.0
2016.0,Section 5311,CA-2017-025 | 0017000158,2017.0,County of Shasta Department of Public Works,BCG0001271,Operating Assistance Sliding Scale ,300902,64BO17-00511,67914.0,342264.0,0.0,67914.0,0.0,Open,County of Shasta Department of Public Works,Redding,CA,,9R02-99438,"City, County or Local Government Unit or Department of Transportation",Asset Subrecipient,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,Vans,Shasta County,,ok,1.0,0.0,1.0,0.0,0.0,1.0
2016.0,Section 5311,CA-2017-025 | 0017000158,2018.0,County of Shasta Department of Public Works,BCG0001269,Operating Assistance Sliding Scale ,300902,64BO19-00811,46620.0,542398.0,9826.75,36793.25,0.0,Open,County of Shasta Department of Public Works,Redding,CA,,9R02-99438,"City, County or Local Government Unit or Department of Transportation",Asset Subrecipient,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,Vans,Shasta County,,ok,1.0,0.0,1.0,0.0,0.0,1.0
2016.0,Section 5311,CA-2017-025 | 0017000158,2018.0,Yuba-Sutter Transit Authority,BCG0001292,Purchase Replacement < 30 Ft Bus ,111204,64BC19-00829,10900.6,75000.0,10900.6,0.0,0.0,Open,Yuba-Sutter Transit Authority,Marysville,CA,9061,90061,Independent Public Agency or Authority of Transit Service,Full Reporter,116719.0,35.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,Vans,,,,,,,,,
2016.0,Section 5311,CA-2017-025 | 0017000158,2018.0,Yuba-Sutter Transit Authority,BCG0001294,Purchase Replacement < 30 Ft Bus ,111204,64BC19-00829,10900.6,75000.0,10900.6,0.0,0.0,Open,Yuba-Sutter Transit Authority,Marysville,CA,9061,90061,Independent Public Agency or Authority of Transit Service,Full Reporter,116719.0,35.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,Vans,,,,,,,,,
2016.0,Section 5311,CA-2017-025 | 0017000158,2018.0,Yuba-Sutter Transit Authority,BCG0001295,Purchase Replacement < 30 Ft Bus ,111204,64BC19-00829,10900.6,75000.0,10900.6,0.0,0.0,Open,Yuba-Sutter Transit Authority,Marysville,CA,9061,90061,Independent Public Agency or Authority of Transit Service,Full Reporter,116719.0,35.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,Vans,,,,,,,,,
2016.0,Section 5311,CA-2017-025 | 0017000158,2018.0,Yuba-Sutter Transit Authority,BCG0001461,Purchase Replacement < 30 Ft Bus ,111204,64BC19-00829,10900.6,75000.0,10900.6,0.0,0.0,Open,Yuba-Sutter Transit Authority,Marysville,CA,9061,90061,Independent Public Agency or Authority of Transit Service,Full Reporter,116719.0,35.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,Vans,,,,,,,,,
2016.0,Section 5311,CA-2017-025 | 0017000158,2018.0,Yuba-Sutter Transit Authority,BCG0001464,Purchase Replacement < 30 Ft Bus,111204,64BC19-00829,10900.6,75000.0,10900.6,0.0,0.0,Open,Yuba-Sutter Transit Authority,Marysville,CA,9061,90061,Independent Public Agency or Authority of Transit Service,Full Reporter,116719.0,35.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,Vans,,,,,,,,,
2016.0,Section 5311,CA-2017-025 | 0017000158,2019.0,Humboldt Transit Authority,BCG0001490,Purchase Misc Communications Equip ,116220,64BC19-00926,278761.0,278761.0,0.0,278761.0,0.0,Open,Humboldt Transit Authority,Eureka,CA,9R02-016,9R02-91036,Independent Public Agency or Authority of Transit Service,Rural Reporter,0.0,14.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,Vans,Humboldt Transit Authority,135.0,"needed,ok,ok,ok",3.0,3.0,1.0,1.0,1.0,1.0
2017.0,5311(f) Cont,TBD,2017.0,Eastern Sierra Transit Authority,BCG0000125,Operating Assistance,300902,64CO17-00463,244877.0,244877.0,163552.64,81324.36,0.0,Open,Eastern Sierra Transit Authority,Bishop,CA,9R02-098,9R02-91062,Independent Public Agency or Authority of Transit Service,Rural Reporter,0.0,44.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,4.0,0.0,Vans,Eastern Sierra Transit Authority,99.0,"ok,needed,ok,ok,ok,needed,needed,needed,needed",5.0,5.0,1.0,1.0,1.0,1.0
2017.0,5311(f) Cont,TBD,2017.0,Humboldt Transit Authority,BCG0000139,Operating Assistance ,300902,64CO17-00465,300000.0,300000.0,300000.0,0.0,0.0,Open,Humboldt Transit Authority,Eureka,CA,9R02-016,9R02-91036,Independent Public Agency or Authority of Transit Service,Rural Reporter,0.0,14.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,Vans,Humboldt Transit Authority,135.0,"needed,ok,ok,ok",3.0,3.0,1.0,1.0,1.0,1.0
2017.0,5311(f) Cont,TBD,2017.0,Kern Regional Transit,BCG0000252,Operating Assistance,300902,64CO17-00466,300000.0,300000.0,300000.0,0.0,0.0,Open,Kern Regional Transit,Bakersfield,CA,9R02-037,9R02-91059,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,40.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,2.0,Vans,Kern County,146.0,"ok,needed,needed,needed,needed,needed,needed,needed,needed",0.0,1.0,1.0,0.0,1.0,0.0
2017.0,5311(f) Cont,TBD,2017.0,Lake Transit Authority,BCG0000232,Operating Assistance - Calistoga-Upper Lake,300902,64CO17-00468,283301.0,283301.0,243371.17,39929.83,0.0,Open,Lake Transit Authority,Lower Lake,CA,9R02-001,9R02-91053,Independent Public Agency or Authority of Transit Service,Rural Reporter,0.0,29.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,Vans,Lake Transit Authority,159.0,"ok,needed,needed",1.0,1.0,1.0,1.0,1.0,1.0
2017.0,5311(f) Cont,TBD,2017.0,Lake Transit Authority,BCG0000241,Operating Assistance - Clearlake/Ukiah,300902,64CO17-00468,213660.0,213660.0,114773.82,98886.18,0.0,Open,Lake Transit Authority,Lower Lake,CA,9R02-001,9R02-91053,Independent Public Agency or Authority of Transit Service,Rural Reporter,0.0,29.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,Vans,Lake Transit Authority,159.0,"ok,needed,needed",1.0,1.0,1.0,1.0,1.0,1.0
2017.0,5311(f) Cont,TBD,2017.0,Monterey-Salinas Transit,BCG0000094,Operating Assistance - Line 82 Continuation of SA# 64CO16-00206 ,300902,64CO17-00469,180000.0,180000.0,67659.19,112340.81,0.0,Open,Monterey-Salinas Transit,Monterey,CA,9062,90062,Independent Public Agency or Authority of Transit Service,Full Reporter,114237.0,112.0,,0.0,5.0,0.0,0.0,0.0,0.0,18.0,,,13.0,0.0,Vans,,,,,,,,,
2017.0,5311(f) Cont,TBD,2017.0,Monterey-Salinas Transit,BCG0000096,Operating Assistance- Line 84 Continuation of SA# 6414416 ,300902,64CO17-00469,216000.0,216000.0,84674.26,131325.74,0.0,Open,Monterey-Salinas Transit,Monterey,CA,9062,90062,Independent Public Agency or Authority of Transit Service,Full Reporter,114237.0,112.0,,0.0,5.0,0.0,0.0,0.0,0.0,18.0,,,13.0,0.0,Vans,,,,,,,,,
2017.0,5311(f) Cont,TBD,2017.0,Monterey-Salinas Transit,BCG0000097,Operating Assistance - Line 86 Continuation of SA# 64CO15-00340,300902,64CO17-00469,192000.0,192000.0,79395.23,112604.77,0.0,Open,Monterey-Salinas Transit,Monterey,CA,9062,90062,Independent Public Agency or Authority of Transit Service,Full Reporter,114237.0,112.0,,0.0,5.0,0.0,0.0,0.0,0.0,18.0,,,13.0,0.0,Vans,,,,,,,,,
2017.0,5311(f) Cont,TBD,2017.0,Mountain Area Regional Transit Authority,BCG0000212,Operating Assistance,300902,64CO17-00470,201839.0,201839.0,201839.0,0.0,0.0,Open,"Mountain Area Regional Transit Authority, dba: Mountain Transit",Big Bear Lake,CA,9R02-050,9R02-91012,Independent Public Agency or Authority of Transit Service,Rural Reporter,0.0,17.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,Vans,Mountain Area Regional Transit Authority,214.0,"ok,needed,needed",0.0,1.0,1.0,0.0,1.0,0.0
