Grant_Fiscal_Year,Funding_Program,Grant_Number,Project_Year,Organization_Name,UPIN,Description,ALI,Contract_Number,AllocationAmount,Encumbered_Amount,ExpendedAmount,ActiveBalance,ClosedOutBalance,Project_Status
2020,CMAQ (FTA 5311),CA-2020-277 | 0021000079,2020,Mountain Area Regional Transit Authority,BCG0002510,Purchase Replacement < 30 Ft Bus,111204,64HC16-01383,16058.0,140000.0,0.0,16058.0,0,Open
2020,CMAQ (FTA 5311),CA-2020-277 | 0021000079,2020,Mountain Area Regional Transit Authority,BCG0002510,Purchase Replacement < 30 Ft Bus,111204,64HC16-01383,123942.0,140000.0,0.0,123942.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,Alpine County Community Development,BCG0002421,Operating Assistance Sliding Scale,300902,64BO20-01390,48000.0,48000.0,0.0,48000.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,Amador Transit,BCG0002410,Operating Assistance Sliding Scale,300902,64BO20-01391,230595.0,230595.0,230595.0,0.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,Butte County Association of Governments/ Butte Regional Transit,BCG0002437,Operating Assistance Sliding Scale,300902,64BO20-01392,737498.0,737498.0,710141.51,27356.49,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,Calaveras Transit Agency ,BCG0002462,Operating Assistance Sliding Scale,300902,64BO20-01393,275920.0,275920.0,275920.0,0.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,City of Arvin,BCG0002453,Operating Assistance Sliding Scale ,300902,64BO20-01394,73230.0,73230.0,0.0,73230.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,City of Auburn,BCG0002450,Operating Assistance Sliding Scale,300902,64BO20-01395,58152.0,58152.0,0.0,58152.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,City of California City,BCG0002436,Operating Assistance Sliding Scale,300902,64BO20-01396,49347.0,49347.0,0.0,49347.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,City of Chowchilla ,BCG0002449,Operating Assistance Sliding Scale,300902,64BO20-01397,69695.0,69695.0,69695.0,0.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,City of Corcoran - Corcoran Area Transit,BCG0002467,Operating Assistance Sliding Scale ,300902,64BO20-01398,123951.0,123951.0,0.0,123951.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,City of Dinuba ,BCG0002468,Operating Assistance Sliding Scale,300902,64BO20-01399,246271.0,246271.0,0.0,246271.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,City of Dixon,BCG0002422,Preventive Maintenance,117A00,64BC20-01387,50000.0,50000.0,0.0,50000.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,City of Dixon,BCG0002428,Operating Assistance Sliding Scale,300902,64BO20-01400,255123.0,255123.0,0.0,255123.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,City of Escalon ,BCG0002381,Operating Assistance Sliding Scale,300902,64BO20-01401,86603.0,127460.0,86603.0,0.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,City of Guadalupe,BCG0002446,Operating Assistance Sliding Scale,300902,64BO20-01402,66992.0,66992.0,66992.0,0.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,City of McFarland,BCG0002500,Operating Assistance Sliding Scale ,300902,64BO20-01403,51562.0,51562.0,0.0,51562.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,City of Needles,BCG0002452,Operating Assistance Sliding Scale ,300902,64BO20-01404,41921.0,41921.0,0.0,41921.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,City of Ojai,BCG0002502,Preventive Maintenance,117A00,64BC20-01388,177796.0,177796.0,167180.79,10615.21,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,City of Ojai,BCG0002503,Operating Assistance Sliding Scale,300902,64BO20-01405,249288.0,249288.0,214002.49,35285.51,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,City of Ridgecrest,BCG0002485,Operating Assistance Sliding Scale,300902,64BO20-01406,98062.0,98062.0,0.0,98062.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,City of Rio Vista,BCG0002379,Operating Assistance Sliding Scale,300902,64BO20-01407,150000.0,150000.0,150000.0,0.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,City of Shafter,BCG0002477,Operating Assistance Sliding Scale,300902,64BO20-01408,65322.0,65322.0,0.0,65322.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,City of Solvang,BCG0002405,Operating Assistance Sliding Scale,300902,64BO20-01409,213045.0,213045.0,213045.0,0.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,City of Taft,BCG0002496,Operating Assistance Sliding Scale,300902,64BO20-01410,32899.0,32899.0,0.0,32899.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,City of Tehachapi,BCG0002385,Operating Assistance Sliding Scale ,300902,64BO20-01411,42546.0,42546.0,42546.0,0.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,City of Wasco,BCG0002418,Operating Assistance Sliding Scale,300902,64BO20-01412,93317.0,93317.0,0.0,93317.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,City of Woodlake,BCG0002489,Operating Assistance Sliding Scale,300902,64BO20-01413,99981.0,99981.0,0.0,99981.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,Colusa County Transit Agency,BCG0002448,Operating Assistance Sliding Scale ,300902,64BO20-01414,129666.0,129666.0,129666.0,0.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,County of Los Angeles - Department of Public Works,BCG0002380,Operating Assistance Sliding Scale,300902,64BO20-01415,453763.0,453763.0,453763.0,0.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,County of Mariposa,BCG0002420,Operating Assistance Sliding Scale,300902,64BO20-01416,110488.0,110488.0,110488.0,0.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,"County of Nevada Public Works, Transit Services Division",BCG0002491,Operating Assistance Sliding Scale,300902,64BO20-01417,497313.0,497313.0,497313.0,0.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,County of Sacramento Department of Transportation,BCG0002463,Operating Assistance Sliding Scale ,300902,64BO20-01418,311800.0,311800.0,311800.0,0.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,County of Shasta Department of Public Works,BCG0002395,Operating Assistance Sliding Scale,300902,64BO20-01419,160881.0,360153.0,360153.0,-199272.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,County of Shasta Department of Public Works,BCG0002395,Operating Assistance Sliding Scale,300902,64BO20-01419,199272.0,360153.0,360153.0,-160881.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,County of Siskiyou,BCG0002393,Operating Assistance Sliding Scale,300902,64BO20-01420,271816.0,271816.0,271816.0,0.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,County of Tulare,BCG0002414,Operating Assistance Sliding Scale,300902,64BO20-01421,338024.0,450810.0,338024.0,0.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,Eastern Sierra Transit Authority,BCG0002384,Operating Assistance Sliding Scale - Mono,300902,64BO20-01423,85976.0,85976.0,85976.0,0.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,Eastern Sierra Transit Authority,BCG0002408,Operating Assistance Sliding Scale - Inyo,300902,64BO20-01422,112274.0,112274.0,112274.0,0.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,El Dorado County Transit Authority,BCG0002514,Operating Assistance Sliding Scale,300902,64BO20-01424,538231.0,538231.0,0.0,538231.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,Fresno County Rural Transit Agency,BCG0002480,Operating Assistance Sliding Scale,300902,64BO20-01425,1669771.0,1669771.0,1669771.0,0.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,Glenn County Transportation Commission,BCG0002457,Operating Assistance Sliding Scale ,300902,64BO20-01426,170245.0,170245.0,0.0,170245.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,Humboldt Transit Authority,BCG0002459,Operating Assistance Sliding Scale,300902,64BO20-01427,814981.0,814981.0,814981.0,0.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,Imperial County Transportation Commission,BCG0002427,Operating Assistance Sliding Scale ,300902,64BO20-01428,278268.0,278268.0,147067.0,131201.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,Kern Regional Transit,BCG0002440,Operating Assistance Sliding Scale,300902,64BO20-01429,1075361.0,1075361.0,0.0,1075361.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,Kings County Area Public Transit Agency,BCG0002424,Operating Assistance Sliding Scale ,300902,64BO20-01430,120517.0,269794.0,269794.0,-149277.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,Kings County Area Public Transit Agency,BCG0002424,Operating Assistance Sliding Scale ,300902,64BO20-01430,149277.0,269794.0,269794.0,-120517.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,Kings County Area Public Transit Agency,BCG0002425,Purchase Replacement Std 35 Ft Bus ,111202,64BC20-01384,2502.0,104694.0,0.0,2502.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,Kings County Area Public Transit Agency,BCG0002425,Purchase Replacement Std 35 Ft Bus ,111202,64BC20-01384,102192.0,104694.0,0.0,102192.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,Lake Transit Authority,BCG0002443,Operating Assistance Sliding Scale,300902,64BO20-01431,391469.0,391469.0,391469.0,0.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,Lassen Transit Service Agency,BCG0002376,Operating Assistance Sliding Scale ,300902,64BO20-01432,211247.0,211247.0,211247.0,0.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,Madera County,BCG0002494,Operating Assistance Sliding Scale,300902,64BO20-01433,299000.0,299000.0,299000.0,0.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,Madera County,BCG0002495,Preventive Maintenance,117A00,64BC20-01389,69915.0,69915.0,0.0,69915.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,Marin County Transit District,BCG0002434,Operating Assistance Sliding Scale,300902,64BO20-01434,231638.0,231638.0,231638.0,0.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,Mendocino Transit Authority,BCG0002473,Operating Assistance Sliding Scale ,300902,64BO20-01435,531772.0,531772.0,0.0,531772.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,Modoc Transportation Agency,BCG0002389,Operating Assistance Sliding Scale,300902,64BO20-01436,58637.0,58637.0,58637.0,0.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,Monterey-Salinas Transit,BCG0002394,Operating Assistance Sliding Scale,300902,64BO20-01437,659628.0,659628.0,437796.41,221831.59,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,Morongo Basin Transit Authority,BCG0002390,Operating Assistance Sliding Scale,300902,64BO20-01438,421203.0,421203.0,421203.0,0.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,Mountain Area Regional Transit Authority,BCG0002454,Operating Assistance Sliding Scale,300902,64BO20-01439,297765.0,297765.0,297765.0,0.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,Napa Valley Transportation Authority,BCG0002441,Operating Assistance Sliding Scale,300902,64BO20-01440,233844.0,233844.0,233844.0,0.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,North County Transit District,BCG0002507,Operating Assistance Sliding Scale,300902,64BO20-01441,465994.0,465994.0,465994.0,0.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,Palo Verde Valley Transit Agency,BCG0002754,Purchase Replacement < 30 Ft Bus,111204,64BC20-01385,101073.0,101073.0,0.0,101073.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,Palo Verde Valley Transit Agency,BCG0002755,Purchase Replacement < 30 Ft Bus,111204,64BC20-01385,101073.0,101073.0,0.0,101073.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,Placer County Public Works (TART & PCT),BCG0002426,Operating Assistance Sliding Scale,300902,64BO20-01442,446009.0,446009.0,446009.0,0.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,Plumas County Transportation Commission,BCG0002432,Operating Assistance Sliding Scale ,300902,64BO20-01443,121118.0,121118.0,0.0,121118.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,Redwood Coast Transit Authority,BCG0002460,Operating Assistance Sliding Scale,300902,64BO20-01444,173199.0,173199.0,173199.0,0.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,Riverside Transit Agency,BCG0002431,Operating Assistance Sliding Scale,300902,64BO20-01445,505365.0,505365.0,505365.0,0.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,San Benito County Local Transportation Authority,BCG0002492,Operating Assistance Sliding Scale,300902,64BO20-01446,334588.0,334588.0,334588.0,0.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,San Diego Metropolitan Transit System,BCG0002483,Operating Assistance Sliding Scale,300902,64BO20-01447,323827.0,323827.0,0.0,323827.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,San Joaquin Regional Transit District,BCG0002444,Operating Assistance Sliding Scale ,300902,64BO20-01448,176940.0,366451.0,58105.16,118834.84,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,San Joaquin Regional Transit District,BCG0002444,Operating Assistance Sliding Scale ,300902,64BO20-01448,189511.0,366451.0,58105.16,131405.84,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,San Luis Obispo Regional Transit Authority,BCG0002512,Operating Assistance Sliding Scale,300902,64BO20-01449,564632.0,564632.0,564632.0,0.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,San Mateo County Transit District,BCG0002409,Operating Assistance Sliding Scale,300902,64BO20-01450,173369.0,173369.0,173369.0,0.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,Santa Clara Valley Transportation Authority,BCG0002407,Operating Assistance Sliding Scale,300902,64BO20-01451,88590.0,88590.0,88590.0,0.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,Santa Cruz Metropolitan Transit District,BCG0002442,Operating Assistance Sliding Scale,300902,64BO20-01452,191234.0,191234.0,191234.0,0.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,Sierra County Transportation Commission,BCG0001627,Operating Assistance Sliding Scale ,300902,64BO20-01453,48000.0,48000.0,48000.0,0.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,Sonoma County Transit,BCG0002474,Purchase Replacement < 30 Ft Bus,111204,64BC20-01386,168064.0,168064.0,0.0,168064.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,Sonoma County Transit,BCG0002475,Purchase Replacement < 30 Ft Bus,111204,64BC20-01386,214874.0,214874.0,0.0,214874.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,Sonoma County Transit,BCG0002476,Purchase Replacement Van,111215,64BC20-01386,51013.0,51013.0,0.0,51013.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,Sonoma County Transit,BCG0002478,Purchase Replacement Van,111215,64BC20-01386,51013.0,51013.0,0.0,51013.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,Sonoma County Transit,BCG0002481,Purchase Replacement Van,111215,64BC20-01386,51013.0,51013.0,0.0,51013.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,Stanislaus County Public Works - Transit Division,BCG0002438,Operating Assistance Sliding Scale,300902,64BO20-01454,491357.0,491357.0,0.0,491357.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,Sunline Transit Agency,BCG0002497,Operating Assistance Sliding Scale,300902,64BO20-01455,303219.0,303219.0,0.0,303219.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,Tehama County Transit Agency,BCG0002378,Operating Assistance Sliding Scale,300902,64BO20-01456,384192.0,384192.0,384192.0,0.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,Town of Truckee,BCG0002445,Operating Assistance Sliding Scale ,300902,64BO20-01457,100585.0,100585.0,100585.0,0.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,Transit Joint Powers Authority for Merced County,BCG0002466,Operating Assistance Sliding Scale ,300902,64BO20-01458,569275.0,569275.0,569275.0,0.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,Trinity County Department of Transportation ,BCG0002484,Operating Assistance Sliding Scale,300902,64BO20-01459,83458.0,83458.0,67321.45,16136.55,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,Tuolumne County Transit Agency (TCTA),BCG0002412,Operating Assistance Sliding Scale,300902,64BO20-01460,335169.0,335169.0,335169.0,0.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,Victor Valley Transit Authority,BCG0002469,Operating Assistance Sliding Scale,300902,64BO20-01461,710112.0,710112.0,710112.0,0.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,Yolo County Transportation District,BCG0002517,Operating Assistance Sliding Scale,300902,64BO20-01462,148329.0,148329.0,148329.0,0.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2020,Yuba-Sutter Transit Authority,BCG0002416,Operating Assistance Sliding Scale,300902,64BO20-01463,200000.0,200000.0,200000.0,0.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2021,Yuba-Sutter Transit Authority,BCG0002806,Purchase Replacement < 30 Ft Bus,111204,,84104.0,0.0,0.0,84104.0,0,Open
2020,Section 5311,CA-2021-030 | 0020000131,2021,Yuba-Sutter Transit Authority,BCG0002808,Purchase Replacement < 30 Ft Bus,111204,,66946.0,0.0,0.0,66946.0,0,Open
2020,Section 5311(f),CA-2021-030 | 0020000131-F,2020,Butte County Association of Governments/ Butte Regional Transit,BCG0002504,Operating Assistance Sliding Scale,300902,64CO20-01108,300000.0,300000.0,0.0,300000.0,0,Open
2020,Section 5311(f),CA-2021-030 | 0020000131-F,2020,City of Santa Maria,BCG0002456,Operating Assistance Sliding Scale,300902,64CO20-01109,95117.0,95117.0,0.0,95117.0,0,Open
2020,Section 5311(f),CA-2021-030 | 0020000131-F,2020,City of Visalia,BCG0002451,Operating Assistance Sliding Scale,300902,64CO20-01110,300000.0,300000.0,0.0,300000.0,0,Open
2020,Section 5311(f),CA-2021-030 | 0020000131-F,2020,Eastern Sierra Transit Authority,BCG0002430,Operating Assistance Sliding Scale,300902,64CO20-01111,138844.0,138844.0,0.0,138844.0,0,Open
2020,Section 5311(f),CA-2021-030 | 0020000131-F,2020,Eastern Sierra Transit Authority,BCG0002439,Operating Assistance Sliding Scale,300902,64CO20-01111,151156.0,151156.0,0.0,151156.0,0,Open
2020,Section 5311(f),CA-2021-030 | 0020000131-F,2020,Fresno Council of Governments,BCG0002465,Operating Assistance Sliding Scale,300902,64CO20-01113,120000.0,120000.0,120000.0,0.0,0,Open
2020,Section 5311(f),CA-2021-030 | 0020000131-F,2020,"Greyhound Lines, Inc.",BCG0002493,"Greyhound Lines, Inc: Operating Assistance Sliding Scale ",300902,64CO20-01114,134010.0,300000.0,300000.0,-165990.0,0,Open
2020,Section 5311(f),CA-2021-030 | 0020000131-F,2020,"Greyhound Lines, Inc.",BCG0002493,"Greyhound Lines, Inc: Operating Assistance Sliding Scale ",300902,64CO20-01114,165990.0,300000.0,300000.0,-134010.0,0,Open
2020,Section 5311(f),CA-2021-030 | 0020000131-F,2020,Humboldt Transit Authority,BCG0002461,Operating Assistance Sliding Scale,300902,64CO20-01115,300000.0,300000.0,300000.0,0.0,0,Open
2020,Section 5311(f),CA-2021-030 | 0020000131-F,2020,Klamath Trinity Non-Emergency Transportation​,BCG0002415,Operating Assistance Sliding Scale,300902,64CO20-01116,77826.0,77826.0,0.0,77826.0,0,Open
2020,Section 5311(f),CA-2021-030 | 0020000131-F,2020,Lake Transit Authority,BCG0002488,Operating Assistance Sliding Scale - Clearlake to Ukiah Intercity,300902,64CO20-01117,249359.0,249359.0,0.0,249359.0,0,Open
2020,Section 5311(f),CA-2021-030 | 0020000131-F,2020,Lake Transit Authority,BCG0002490,Operating Assistance Sliding Scale - Calistoga to Upper Lake Intercity,300902,64CO20-01117,280810.0,280810.0,0.0,280810.0,0,Open
2020,Section 5311(f),CA-2021-030 | 0020000131-F,2020,Mendocino Transit Authority,BCG0002501,Operating Assistance Sliding Scale ,300902,64CO20-01118,300000.0,300000.0,0.0,300000.0,0,Open
2020,Section 5311(f),CA-2021-030 | 0020000131-F,2020,Modoc Transportation Agency,BCG0002386,Operating Assistance Sliding Scale - Reno,300902,64CO20-01119,130548.0,130548.0,0.0,130548.0,0,Open
2020,Section 5311(f),CA-2021-030 | 0020000131-F,2020,Modoc Transportation Agency,BCG0002387,Operating Assistance Sliding Scale - Redding,300902,64CO20-01119,41680.0,41680.0,0.0,41680.0,0,Open
2020,Section 5311(f),CA-2021-030 | 0020000131-F,2020,Modoc Transportation Agency,BCG0002388,Operating Assistance Sliding Scale - Klamath Falls,300902,64CO20-01119,24553.0,24553.0,0.0,24553.0,0,Open
2020,Section 5311(f),CA-2021-030 | 0020000131-F,2020,Monterey-Salinas Transit,BCG0002400,Line 82 - Fort Hunter Liggett to Salinas - Operating Assistance Sliding Scale,300902,64CO20-01120,163552.0,163552.0,0.0,163552.0,0,Open
2020,Section 5311(f),CA-2021-030 | 0020000131-F,2020,Monterey-Salinas Transit,BCG0002401,Line 84 - King City to Paso Robles - Operating Assistance Sliding Scale,300902,64CO20-01120,280000.0,280000.0,0.0,280000.0,0,Open
2020,Section 5311(f),CA-2021-030 | 0020000131-F,2020,Monterey-Salinas Transit,BCG0002402,Line 85 - Fort Hunter Liggett to Templeton - Operating Assistance Sliding Scale,300902,64CO20-01120,280000.0,280000.0,0.0,280000.0,0,Open
2020,Section 5311(f),CA-2021-030 | 0020000131-F,2020,Monterey-Salinas Transit,BCG0002403,Line 86 - King City to San Jose/SJ Airport - Operating Assistance Sliding Scale,300902,64CO20-01120,246107.0,246107.0,0.0,246107.0,0,Open
2020,Section 5311(f),CA-2021-030 | 0020000131-F,2020,Mountain Area Regional Transit Authority,BCG0002455,Operating Assistance Sliding Scale,300902,64CO20-01121,214772.0,214772.0,207715.39,7056.61,0,Open
2020,Section 5311(f),CA-2021-030 | 0020000131-F,2020,Plumas County Transportation Commission,BCG0002433,Operating Assistance Sliding Scale ,300902,64CO20-01122,271820.0,271820.0,209443.08,62376.92,0,Open
2020,Section 5311(f),CA-2021-030 | 0020000131-F,2020,Redwood Coast Transit Authority,BCG0002447,Operating Assistance Sliding Scale,300902,64CO20-01123,173199.0,173199.0,173199.0,0.0,0,Open
2020,Section 5311(f),CA-2021-030 | 0020000131-F,2020,San Diego Metropolitan Transit System,BCG0002499,Operating Assistance Sliding Scale,300902,64CO20-01124,300000.0,300000.0,0.0,300000.0,0,Open
2020,Section 5311(f),CA-2021-030 | 0020000131-F,2020,Sunline Transit Agency,BCG0002498,Operating Assistance Sliding Scale,300902,64CO20-01126,215555.0,215555.0,0.0,215555.0,0,Open
2020,Section 5311(f),CA-2021-030 | 0020000131-F,2020,Trinity County Department of Transportation ,BCG0002472,Operating Assistance Sliding Scale,300902,64CO20-01127,298254.0,298254.0,155091.7,143162.3,0,Open
2020,Section 5311(f),CA-2021-030 | 0020000131-F,2020,Trinity County Department of Transportation ,BCG0002479,Operating Assistance Sliding Scale,300902,64CO20-01127,88486.0,88486.0,43550.11,44935.89,0,Open
2020,Section 5311(f),CA-2021-030 | 0020000131-F,2020,Yosemite Area Regional Transportation System ,BCG0002404,Operating Assistance Sliding Scale,300902,64CO20-01128,300000.0,300000.0,300000.0,0.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,Alpine County Community Development,BCG0002992,Operating Assistance Sliding Scale,300902,,48000.0,0.0,0.0,48000.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,Amador Transit,BCG0002889,Operating Assistance Sliding Scale,300902,,239425.0,0.0,0.0,239425.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,Butte County Association of Governments/ Butte Regional Transit,BCG0002910,Operating Assistance Sliding Scale,300902,,765737.0,0.0,0.0,765737.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,Calaveras Transit Agency ,BCG0002797,Operating Assistance Sliding Scale,300902,,286485.0,0.0,0.0,286485.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,City of Arvin,BCG0002995,Operating Assistance Sliding Scale,300902,,76034.0,0.0,0.0,76034.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,City of Auburn,BCG0002941,Operating Assistance Sliding Scale,300902,,60378.0,0.0,0.0,60378.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,City of California City,BCG0002926,Operating Assistance Sliding Scale,300902,,51237.0,0.0,0.0,51237.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,City of Chowchilla ,BCG0002912,Operating Assistance Sliding Scale,300902,,72947.0,0.0,0.0,72947.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,City of Corcoran - Corcoran Area Transit,BCG0002983,Operating Assistance Sliding Scale ,300902,,128534.0,0.0,0.0,128534.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,City of Dixon,BCG0002879,Purchase Replacement < 30 Ft Bus,111204,,83218.0,0.0,0.0,83218.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,City of Dixon,BCG0002880,Purchase Replacement < 30 Ft Bus,111204,,83218.0,0.0,0.0,83218.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,City of Dixon,BCG0002894,Support Equip/Facilities-Equipment,114220,,79843.0,0.0,0.0,79843.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,City of Escalon ,BCG0002890,Operating Assistance Sliding Scale,300902,,47040.0,0.0,0.0,47040.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,City of Guadalupe,BCG0002967,Operating Assistance Sliding Scale,300902,,69557.0,0.0,0.0,69557.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,City of McFarland,BCG0002996,Operating Assistance Sliding Scale,300902,,53536.0,0.0,0.0,53536.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,City of Needles,BCG0002852,Operating Assistance Sliding Scale ,300902,,43527.0,0.0,0.0,43527.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,City of Ojai,BCG0002976,Purchase Replacement Std 30-34 ft Bus,111203,,354907.0,0.0,0.0,354907.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,City of Ojai,BCG0003113,Support Equip/Facilities-Equipment,114220,,88530.0,0.0,0.0,88530.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,City of Ridgecrest,BCG0002997,Operating Assistance Sliding Scale,300902,,101817.0,0.0,0.0,101817.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,City of Rio Vista,BCG0002790,Purchase Replacement < 30 Ft Bus,111204,,84103.0,0.0,0.0,84103.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,City of Rio Vista,BCG0002791,Purchase Replacement < 30 Ft Bus,111204,,44105.0,0.0,0.0,44105.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,City of Rio Vista,BCG0002893,Support Equip/Facilities-Equipment,114220,,58802.0,0.0,0.0,58802.0,0,Open
2021,Section 5311,TBD | 0021000227,2021,City of Shafter,BCG0002927,Operating Assistance Sliding Scale,300902,,67823.0,0.0,0.0,67823.0,0,Open
